gi|641	16835	17066	R=0	+	16914	79	137
gi|641	14513	14725	R=0	-	14632	78	119
gi|641	11758	11894	R=0	-	11801	78	43
gi|641	10540	10766	R=0	-	10674	77	134
gi|641	9620	9793	R=0	-	9702	76	82
gi|641	8512	8716	R=0	+	8586	74	115
gi|641	7484	7620	R=0	+	7562	78	43
gi|641	6373	6510	R=0	+	6452	79	43
gi|641	3693	3920	R=0	+	3767	74	138
gi|641	2877	3014	R=0	+	2956	79	43
gi|641	989	1218	R=0	+	1068	79	135
gi|638	23171	23399	R=0	+	23250	79	134
gi|638	22186	22417	R=0	+	22265	79	137
gi|638	20483	20609	R=0	+	20562	79	32
gi|638	18928	19065	R=0	+	19007	79	43
gi|638	11027	11164	R=0	+	11106	79	43
gi|638	8444	8670	R=0	-	8576	79	132
gi|638	7861	7998	R=0	+	7940	79	43
gi|638	4796	5002	R=0	-	4911	76	115
gi|638	1591	1727	R=0	-	1634	78	43
gi|638	1221	1450	R=0	+	1297	76	138
gi|631	26835	26971	R=0	-	26878	78	43
gi|631	25620	25846	R=0	-	25754	77	134
gi|631	24700	24873	R=0	-	24782	76	82
gi|631	23591	23795	R=0	+	23665	74	115
gi|631	22562	22698	R=0	+	22640	78	43
gi|631	21453	21590	R=0	+	21532	79	43
gi|631	18774	19000	R=0	+	18848	74	137
gi|631	17958	18095	R=0	+	18037	79	43
gi|631	16067	16296	R=0	+	16146	79	135
gi|631	11550	11776	R=0	+	11624	74	137
gi|631	6766	6971	R=0	-	6879	77	113
gi|631	5852	5988	R=0	+	5930	78	43
gi|629	38812	38949	R=0	-	38855	79	43
gi|629	36596	36728	R=0	-	36639	74	43
gi|629	36088	36224	R=0	-	36131	78	43
gi|629	35279	35508	R=0	-	35414	79	135
gi|629	32899	33075	R=0	-	32986	74	87
gi|629	31004	31136	R=0	-	31047	74	43
gi|629	30496	30632	R=0	-	30539	78	43
gi|629	29687	29916	R=0	-	29822	79	135
gi|629	27307	27483	R=0	-	27394	74	87
gi|629	25899	26127	R=0	-	26033	79	134
gi|629	25149	25281	R=0	-	25192	74	43
gi|629	19519	19745	R=0	-	19656	74	137
gi|629	14759	14930	R=0	+	14833	74	82
gi|629	13918	14143	R=0	-	14052	76	134
gi|629	11059	11290	R=0	-	11196	79	137
gi|629	8697	8819	R=0	-	8731	73	34
gi|629	5873	6010	R=0	-	5916	79	43
gi|629	1430	1567	R=0	-	1473	79	43
gi|623	18109	18246	R=0	+	18188	79	43
gi|623	16787	16924	R=0	+	16866	79	43
gi|623	10704	10932	R=0	+	10783	79	134
gi|623	9719	9950	R=0	+	9798	79	137
gi|623	8016	8142	R=0	+	8095	79	32
gi|623	6461	6598	R=0	+	6540	79	43
gi|619	36877	37012	R=0	-	36920	77	43
gi|619	36507	36736	R=0	+	36583	76	138
gi|619	32883	33112	R=0	+	32959	76	138
gi|619	31702	31827	R=0	+	31778	76	34
gi|619	29864	30058	R=0	-	29981	62	117
gi|619	26133	26337	R=0	-	26248	74	115
gi|619	24047	24276	R=0	+	24126	79	135
gi|619	23139	23275	R=0	+	23217	78	43
gi|619	21961	22097	R=0	+	22039	78	43
gi|619	21237	21465	R=0	+	21316	79	134
gi|619	15018	15245	R=0	-	15154	76	136
gi|619	12538	12663	R=0	+	12614	76	34
gi|619	11839	11964	R=0	+	11915	76	34
gi|619	11009	11240	R=0	+	11088	79	137
gi|619	8687	8899	R=0	-	8806	78	119
gi|619	5929	6065	R=0	-	5972	78	43
gi|619	4714	4940	R=0	-	4848	77	134
gi|619	3794	3967	R=0	-	3876	76	82
gi|619	2685	2889	R=0	+	2759	74	115
gi|619	1656	1792	R=0	+	1734	78	43
gi|619	547	684	R=0	+	626	79	43
gi|616	32505	32643	R=0	-	32549	79	44
gi|616	24388	24510	R=0	-	24422	73	34
gi|616	23064	23190	R=0	-	23096	79	32
gi|616	21257	21488	R=0	-	21394	79	137
gi|616	20275	20503	R=0	-	20409	79	134
gi|616	14021	14147	R=0	-	14055	77	34
gi|616	12963	13100	R=0	-	13006	79	43
gi|616	11757	11985	R=0	-	11894	76	137
gi|616	11178	11409	R=0	-	11315	79	137
gi|616	10302	10531	R=0	-	10437	79	135
gi|616	8867	9096	R=0	-	9002	79	135
gi|616	5441	5577	R=0	-	5484	78	43
gi|616	4557	4785	R=0	-	4692	78	135
gi|599	22679	22904	R=0	+	22752	73	137
gi|599	21867	22001	R=0	+	21944	77	42
gi|599	19978	20207	R=0	+	20057	79	135
gi|599	15464	15690	R=0	+	15538	74	137
gi|599	10676	10882	R=0	-	10791	76	115
gi|599	9761	9897	R=0	+	9839	78	43
gi|599	2133	2362	R=0	+	2212	79	135
gi|599	1372	1508	R=0	+	1450	78	43
gi|594	30373	30499	R=0	-	30407	77	34
gi|594	29315	29452	R=0	-	29358	79	43
gi|594	28109	28337	R=0	-	28246	76	137
gi|594	27530	27761	R=0	-	27667	79	137
gi|594	26654	26883	R=0	-	26789	79	135
gi|594	25220	25449	R=0	-	25355	79	135
gi|594	21793	21929	R=0	-	21836	78	43
gi|594	20943	21171	R=0	-	21078	78	135
gi|594	13420	13556	R=0	-	13463	78	43
gi|594	12435	12641	R=0	+	12511	76	115
gi|594	7626	7852	R=0	-	7763	74	137
gi|594	3108	3337	R=0	-	3243	79	135
gi|594	1313	1450	R=0	-	1356	79	43
gi|594	409	635	R=0	-	546	74	137
gi|589	44653	44882	R=0	+	44732	79	135
gi|589	43745	43881	R=0	+	43823	78	43
gi|589	42555	42691	R=0	+	42633	78	43
gi|589	41830	42059	R=0	+	41909	79	135
gi|589	35628	35855	R=0	-	35764	76	136
gi|589	33148	33273	R=0	+	33224	76	34
gi|589	32442	32567	R=0	+	32518	76	34
gi|589	31612	31843	R=0	+	31691	79	137
gi|589	29290	29502	R=0	-	29409	78	119
gi|589	26531	26667	R=0	-	26574	78	43
gi|589	25316	25542	R=0	-	25450	77	134
gi|589	24396	24569	R=0	-	24478	76	82
gi|589	23287	23491	R=0	+	23361	74	115
gi|589	22258	22394	R=0	+	22336	78	43
gi|589	21149	21286	R=0	+	21228	79	43
gi|589	18471	18697	R=0	+	18545	74	137
gi|589	17655	17792	R=0	+	17734	79	43
gi|589	15767	15996	R=0	+	15846	79	135
gi|589	11251	11478	R=0	+	11326	75	137
gi|589	6459	6665	R=0	-	6574	76	115
gi|589	5544	5680	R=0	+	5622	78	43
gi|571	30986	31123	R=0	+	31065	79	43
gi|571	27922	28128	R=0	-	28037	76	115
gi|571	24718	24854	R=0	-	24761	78	43
gi|571	24348	24577	R=0	+	24424	76	138
gi|571	20721	20950	R=0	+	20797	76	138
gi|571	19540	19665	R=0	+	19616	76	34
gi|571	17703	17897	R=0	-	17820	62	117
gi|571	13974	14178	R=0	-	14089	74	115
gi|571	11890	12119	R=0	+	11969	79	135
gi|571	10982	11118	R=0	+	11060	78	43
gi|571	9804	9940	R=0	+	9882	78	43
gi|571	9079	9308	R=0	+	9158	79	135
gi|571	2859	3086	R=0	-	2995	76	136
gi|571	379	504	R=0	+	455	76	34
gi|559	20755	20876	R=0	-	20789	72	34
gi|559	19430	19556	R=0	-	19462	79	32
gi|559	17621	17853	R=0	-	17759	79	138
gi|559	16639	16867	R=0	-	16773	79	134
gi|559	10387	10513	R=0	-	10421	77	34
gi|559	9329	9466	R=0	-	9372	79	43
gi|559	8123	8351	R=0	-	8260	76	137
gi|559	7544	7775	R=0	-	7681	79	137
gi|559	6668	6897	R=0	-	6803	79	135
gi|559	5233	5462	R=0	-	5368	79	135
gi|559	1806	1942	R=0	-	1849	78	43
gi|559	954	1183	R=0	-	1089	79	135
gi|536	15456	15590	R=0	-	15499	76	43
gi|536	14488	14715	R=0	-	14624	76	136
gi|536	12072	12302	R=0	-	12207	80	135
gi|536	9934	10060	R=0	+	10011	77	34
gi|536	9408	9638	R=0	+	9488	80	135
gi|536	9022	9193	R=0	-	9104	74	82
gi|536	7882	8109	R=0	+	7960	78	134
gi|536	2878	3107	R=0	+	2957	79	135
gi|536	1264	1493	R=0	+	1343	79	135
gi|536	224	360	R=0	-	267	78	43
gi|502	39788	39912	R=0	+	39863	75	34
gi|502	39083	39207	R=0	+	39158	75	34
gi|502	38255	38486	R=0	+	38334	79	137
gi|502	35935	36146	R=0	-	36053	78	118
gi|502	33181	33317	R=0	-	33224	78	43
gi|502	31967	32193	R=0	-	32101	77	134
gi|502	31047	31220	R=0	-	31129	76	82
gi|502	29938	30142	R=0	+	30012	74	115
gi|502	28909	29045	R=0	+	28987	78	43
gi|502	27800	27937	R=0	+	27879	79	43
gi|502	25122	25348	R=0	+	25196	74	137
